path,group,kind,archetype,loc,classes,enums,role,widget_bases,imports_count,features,animation_controller,animated_container,animated_switcher,animated_opacity,animated_scale,animated_size,tween_animation_builder,hero,fade_transition,slide_transition,scale_transition,rotation_transition,show_dialog,bottom_sheet,haptic,system_sound,audio_package,raw_duration,raw_color,colors_direct,app_motion,ticker,semantics,media_query,text_scale,repaint_boundary,image_asset,nabi,refresh_indicator,dismissible,implicit_animation
lib/app_versions/admin/router/admin_router.dart,01_foundation_shell,router,Spatial navigation orchestration,53,,,admin_router,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/app/bio_ai_v1_app.dart,01_foundation_shell,app_shell,Adaptive application shell,66,BioAIV1App|_BioAIV1AppState,,BioAIV1App / _BioAIV1AppState,ConsumerStatefulWidget|StatefulWidget,9,text_scale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
lib/app_versions/v1/features/ai_chat/presentation/controllers/ai_chat_controller.dart,04_ai_chat_voice,controller,UI state/support contract,170,AIChatState|AIChatController,,AIChatState / AIChatController,,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/ai_chat/presentation/pages/ai_chat_screen.dart,04_ai_chat_voice,page,Conversational AI surface,1200,AIChatScreen|_AIChatScreenState|_ChatErrorBanner|_ChatHeaderTitle|_MessageList|_MessageRow|_AssistantMessage|_UserMessageBubble|_MessageTime|_ChatGptEmptyState|_NamiHeroMark|_PromptGrid|_PromptCard|_CareNote|_ChatComposer|_ChatComposerState|_SendButton|_TypingIndicator|_TypingIndicatorState|_MinimalIconButton|_NamiAvatar|_CenteredContent|_PromptAction,,AIChatScreen / _AIChatScreenState / _ChatErrorBanner / _ChatHeaderTitle,ConsumerStatefulWidget|StatefulWidget|StatelessWidget,10,animation_controller|animated_container|animated_switcher|tween_animation_builder|haptic|raw_duration|colors_direct|app_motion|ticker|semantics|nabi,2,2,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,3,6,1,4,0,0,0,0,6,0,0,0
lib/app_versions/v1/features/ai_voice/presentation/controllers/ai_voice_controller.dart,04_ai_chat_voice,controller,UI state/support contract,162,AiVoiceController,,AiVoiceController,,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/ai_voice/presentation/pages/ai_voice_page.dart,04_ai_chat_voice,page,Conversational AI surface,344,AiVoicePage|_AiVoicePageState|_NabiVoiceHero|_VoiceMessageCard|_VoiceError,,AiVoicePage / _AiVoicePageState / _NabiVoiceHero / _VoiceMessageCard,ConsumerStatefulWidget|StatefulWidget|StatelessWidget,9,animated_container|animated_switcher|app_motion|semantics|nabi,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,11,0,0,0
lib/app_versions/v1/features/auth/presentation/pages/v1_auth_entry_page.dart,09_auth_profile_settings,page,Identity and preference surface,80,V1AuthEntryPage,V1AuthEntryIntent,V1AuthEntryPage,StatelessWidget,4,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
lib/app_versions/v1/features/body_metrics/presentation/pages/body_metrics_page.dart,07_health_tracking,page,Metric capture and trend surface,301,BodyMetricsPage|_BodyMetricsPageState|_NumberField|_ReportCard|_MetricRow,,BodyMetricsPage / _BodyMetricsPageState / _NumberField / _ReportCard,StatefulWidget|StatelessWidget,6,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
lib/app_versions/v1/features/community/presentation/pages/community_page.dart,08_features_care,page,Feature discovery and care surface,24,CommunityPage,,CommunityPage,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/daily_health_tracking/presentation/controllers/daily_health_tracking_controller.dart,07_health_tracking,controller,UI state/support contract,88,DailyHealthTrackingController,,DailyHealthTrackingController,,8,haptic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/daily_health_tracking/presentation/controllers/daily_health_tracking_state.dart,07_health_tracking,controller,UI state/support contract,31,DailyHealthTrackingState,,DailyHealthTrackingState,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/daily_health_tracking/presentation/pages/daily_health_tracking_page.dart,07_health_tracking,page,Metric capture and trend surface,12,DailyHealthTrackingPage,,DailyHealthTrackingPage,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/daily_routine/presentation/pages/daily_routine_preferences_page.dart,06_schedule_proof,page,Temporal execution timeline,121,DailyRoutinePreferencesPage|_DailyRoutinePreferencesPageState|_EditorBody,,DailyRoutinePreferencesPage / _DailyRoutinePreferencesPageState / _EditorBody,ConsumerStatefulWidget|StatefulWidget|StatelessWidget,6,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
lib/app_versions/v1/features/daily_routine/presentation/widgets/daily_routine_preferences_editor.dart,06_schedule_proof,widget,Temporal execution timeline,242,DailyRoutinePreferencesEditor|_TemplateEditor|_RangeEditor|_TimeRow,,DailyRoutinePreferencesEditor / _TemplateEditor / _RangeEditor / _TimeRow,StatelessWidget,4,media_query,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/controllers/dashboard_controller.dart,03_dashboard_menu,controller,UI state/support contract,154,DashboardController,,DashboardController,,15,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/enums/insight_type.dart,03_dashboard_menu,enum,UI state/support contract,1,,InsightType,InsightType,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/mappers/dashboard_health_status_mapper.dart,03_dashboard_menu,mapper,UI state/support contract,76,DashboardHealthStatusMapper,,DashboardHealthStatusMapper,,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/pages/dashboard_page.dart,03_dashboard_menu,page,Living health dashboard,284,DashboardPage|_DashboardPageState,,DashboardPage / _DashboardPageState,ConsumerStatefulWidget|StatefulWidget,23,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
lib/app_versions/v1/features/dashboard/presentation/pages/menu_page.dart,03_dashboard_menu,page,Living health dashboard,564,MainNavigationPage|_MainNavigationPageState|_AnimatedNavItem|_AnimatedBackground|_AmbientOrb|_NavItemData,,MainNavigationPage / _MainNavigationPageState / _AnimatedNavItem / _AnimatedBackground,ConsumerStatefulWidget|StatefulWidget|StatelessWidget,11,animation_controller|animated_container|animated_opacity|animated_scale|tween_animation_builder|haptic|colors_direct|app_motion|ticker|semantics|repaint_boundary|nabi|implicit_animation,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,6,1,1,0,0,2,0,6,0,0,1
lib/app_versions/v1/features/dashboard/presentation/utils/dashboard_helpers.dart,03_dashboard_menu,utility,UI state/support contract,43,,,dashboard_helpers,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/common/section_header.dart,03_dashboard_menu,widget,Living health dashboard,52,SectionHeader,,SectionHeader,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/companion/dashboard_companion_widgets.dart,03_dashboard_menu,widget,Living health dashboard,807,DashboardDailySummaryCard|DashboardSlowDayBanner|DashboardNextActionSection|DashboardDailyCheckInCard|DashboardPlanStatusCard|DashboardSelfCareStreakCard|DashboardHealthScoreBreakdownSheet|DashboardWaterUpdateSheet|_DashboardWaterUpdateSheetState|DashboardWeightUpdateSheet|_DashboardWeightUpdateSheetState|_BreakdownRow|_StreakDot|_InlineHint|_SoftIcon|_CompanionCard,,DashboardDailySummaryCard / DashboardSlowDayBanner / DashboardNextActionSection / DashboardDailyCheckInCard,StatefulWidget|StatelessWidget,5,animated_container|app_motion|media_query|nabi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,10,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/dashboard_content.dart,03_dashboard_menu,widget,Living health dashboard,265,DashboardContent,,DashboardContent,StatelessWidget,11,nabi|refresh_indicator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_chip.dart,03_dashboard_menu,widget,Living health dashboard,40,GoalChip,,GoalChip,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_chips_grid.dart,03_dashboard_menu,widget,Living health dashboard,31,GoalChipsGrid,,GoalChipsGrid,StatelessWidget,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_data.dart,03_dashboard_menu,widget,Living health dashboard,22,GoalData,,GoalData,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_progress_row.dart,03_dashboard_menu,widget,Living health dashboard,91,GoalProgressRow,,GoalProgressRow,StatelessWidget,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/goals/goal_progress_section.dart,03_dashboard_menu,widget,Living health dashboard,35,GoalProgressSection,,GoalProgressSection,StatelessWidget,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/health_status/health_metrics_overview_section.dart,03_dashboard_menu,widget,Living health dashboard,355,HealthMetricsOverviewSection|_ScoreBadge|_MetricGrid|_MetricTile|_InsightList,,HealthMetricsOverviewSection / _ScoreBadge / _MetricGrid / _MetricTile,StatelessWidget,3,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/hero/header_stat_pill.dart,03_dashboard_menu,widget,Living health dashboard,46,HeaderStatPill,,HeaderStatPill,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/insights/ai_insight_section.dart,03_dashboard_menu,widget,Living health dashboard,44,AiInsightSection,,AiInsightSection,StatelessWidget,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/insights/insight_card.dart,03_dashboard_menu,widget,Living health dashboard,138,InsightCard,,InsightCard,StatelessWidget,4,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/insights/insight_data.dart,03_dashboard_menu,widget,Living health dashboard,18,InsightData,,InsightData,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/lifestyle/conditions_card.dart,03_dashboard_menu,widget,Living health dashboard,70,ConditionsCard,,ConditionsCard,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/lifestyle/lifestyle_metric_card.dart,03_dashboard_menu,widget,Living health dashboard,66,LifestyleMetricCard,,LifestyleMetricCard,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/overview/dashboard_overview_widgets.dart,03_dashboard_menu,widget,Living health dashboard,1005,DashboardHeader|DashboardSnapshotCard|DashboardQuickActions|DashboardMoodCheckInSheet|DashboardTodayMetrics|_ScoreSummary|_ScoreRing|_NextActionSummary|_QuickActionData|_QuickActionTile|_MetricData|_MetricTile|_DashboardSurface|_SectionHeading|_HeaderBadge,,DashboardHeader / DashboardSnapshotCard / DashboardQuickActions / DashboardMoodCheckInSheet,StatelessWidget,6,tween_animation_builder|app_motion|semantics|media_query|text_scale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/score/score_metric_row.dart,03_dashboard_menu,widget,Living health dashboard,40,ScoreMetricRow,,ScoreMetricRow,StatelessWidget,2,colors_direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/score/score_ring_painter.dart,03_dashboard_menu,widget,Living health dashboard,67,ScoreRingPainter,,ScoreRingPainter,,3,raw_color,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/sections/dashboard_sections.dart,03_dashboard_menu,widget,Living health dashboard,1008,DashboardTimelinePreview|DashboardProgressCard|DashboardPrimaryInsight|DashboardHealthDetails|_TimelineRow|_ProgressInfo|_StreakDay|_InsightBody|_RecommendationRow|_GoalsDetail|_DetailGroup|_InfoChip|_SectionSurface|_SectionHeading|_EmptyMessage,,DashboardTimelinePreview / DashboardProgressCard / DashboardPrimaryInsight / DashboardHealthDetails,StatelessWidget,4,semantics|nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/states/dashboard_error.dart,03_dashboard_menu,widget,Living health dashboard,48,DashboardError,,DashboardError,StatelessWidget,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/states/dashboard_loading.dart,03_dashboard_menu,widget,Living health dashboard,49,DashboardLoading,,DashboardLoading,StatelessWidget,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/states/dashboard_state_widgets.dart,03_dashboard_menu,widget,Living health dashboard,252,DashboardUserDataSyncBanner|DashboardSyncBanner|DashboardInlineErrorBanner|DashboardLoadingView|DashboardErrorView|_StateSurface|_Skeleton,,DashboardUserDataSyncBanner / DashboardSyncBanner / DashboardInlineErrorBanner / DashboardLoadingView,ConsumerWidget|StatelessWidget,4,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/states/skeleton_box.dart,03_dashboard_menu,widget,Living health dashboard,59,SkeletonBox|_SkeletonBoxState,,SkeletonBox / _SkeletonBoxState,StatefulWidget,2,animation_controller|app_motion|ticker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/stats/stat_card.dart,03_dashboard_menu,widget,Living health dashboard,76,StatCard,,StatCard,StatelessWidget,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/stats/stat_item.dart,03_dashboard_menu,widget,Living health dashboard,22,StatItem,,StatItem,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/timeline/daily_timeline.dart,03_dashboard_menu,widget,Living health dashboard,36,DailyTimeline,,DailyTimeline,StatelessWidget,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/timeline/timeline_event.dart,03_dashboard_menu,widget,Living health dashboard,18,TimelineEvent,,TimelineEvent,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/dashboard/presentation/widgets/timeline/timeline_row.dart,03_dashboard_menu,widget,Living health dashboard,84,TimelineRow,,TimelineRow,StatelessWidget,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/features_hub/presentation/pages/features_hub_page.dart,03_dashboard_menu,page,Living health dashboard,563,FeaturesHubPage|_CareJourneyHero|_ResponsiveFeatureList|_FeatureTile|_AdvancedHealthFeatureTile|_FeatureIcon|_FeatureBadge|_FeatureAction,,FeaturesHubPage / _CareJourneyHero / _ResponsiveFeatureList / _FeatureTile,StatelessWidget,6,colors_direct|semantics|nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0
lib/app_versions/v1/features/features_hub/presentation/widgets/nami_care_page.dart,03_dashboard_menu,page,Living health dashboard,398,NamiCareScaffold|NamiCareSurfaceCard|NamiCareSectionTitle|NamiCareInfoTile|NamiCareActionChip|NamiCareEmptyState|_NamiCareHeader,,NamiCareScaffold / NamiCareSurfaceCard / NamiCareSectionTitle / NamiCareInfoTile,StatelessWidget,2,animated_container|colors_direct|app_motion,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/gentle_care_mode/presentation/pages/gentle_care_mode_page.dart,08_features_care,page,Feature discovery and care surface,170,GentleCareModePage|_GentleCareModePageState|_CareMood|_CareSuggestion,,GentleCareModePage / _GentleCareModePageState / _CareMood / _CareSuggestion,StatefulWidget,3,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
lib/app_versions/v1/features/lifestyle_schedule/presentation/controllers/lifestyle_schedule_controller.dart,06_schedule_proof,controller,UI state/support contract,460,LifestyleScheduleController,LifestyleScheduleToggleResult,LifestyleScheduleController,,13,haptic|nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
lib/app_versions/v1/features/lifestyle_schedule/presentation/controllers/lifestyle_schedule_state.dart,06_schedule_proof,controller,UI state/support contract,81,LifestyleScheduleState,,LifestyleScheduleState,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/app_versions/v1/features/lifestyle_schedule/presentation/pages/lifestyle_schedule_page.dart,06_schedule_proof,page,Temporal execution timeline,1875,LifestyleSchedulePage|_LifestyleSchedulePageState|_ScheduleContent|_SchedulePageFrame|_DecorativeBackground|_SoftOrb|_NamiHero|_NamiAvatar|_NamiMessage|_HeroPill|_ProgressCard|_ScoreBadge|_MiniMetric|_EncouragementBanner|_ScheduleActionErrorBanner|_DateSection|_DateSelector|_DateChip|_Timeline|_TimelineRow|_TimelineRail|_ScheduleItemCard|_TimeBlock|_CategoryPill|_WaitingPill|_OpenPill|_LockedPill|_DonePill|_CompletionButton|_NamiHint|_SoftIconBadge|_ScheduleLoadingState|_ScheduleErrorState|_ScheduleMeta|_SchedulePalette|_ScheduleUi,,LifestyleSchedulePage / _LifestyleSchedulePageState / _ScheduleContent / _SchedulePageFrame,ConsumerStatefulWidget|ConsumerWidget|StatefulWidget|StatelessWidget,15,animated_container|animated_opacity|animated_scale|raw_duration|colors_direct|app_motion|semantics|nabi|refresh_indicator,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,14,0,3,0,0,0,0,14,1,0,0
lib/app_versions/v1/features/lifestyle_schedule/presentation/pages/schedule_proof_gallery_page.dart,06_schedule_proof,page,Temporal execution timeline,386,ScheduleProofPreviewSection|ScheduleProofGalleryPage|_ProofCard|_ProofImage|_ScheduleProofViewerPage,,ScheduleProofPreviewSection / ScheduleProofGalleryPage / _ProofCard / _ProofImage,ConsumerWidget|StatelessWidget,11,nabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
